"mins","pol","risk","hours","city","region","tipping","harm"
780,17,0.625800058677619,13,"Rome","Europe",11,NA
785,17,0.625994724914835,13.0833333333333,"Rome","Europe",11,NA
790,17,0.626196032427705,13.1666666666667,"Rome","Europe",11,NA
795,17,0.626403925185429,13.25,"Rome","Europe",11,NA
800,17,0.626618348263349,13.3333333333333,"Rome","Europe",11,NA
805,17,0.62683924781707,13.4166666666667,"Rome","Europe",11,NA
810,17,0.627066571057345,13.5,"Rome","Europe",11,NA
815,17,0.627300266225694,13.5833333333333,"Rome","Europe",11,NA
820,17,0.627540282570727,13.6666666666667,"Rome","Europe",11,NA
825,17,0.627786570325162,13.75,"Rome","Europe",11,NA
830,17,0.628039080683492,13.8333333333333,"Rome","Europe",11,NA
835,17,0.6282977657803,13.9166666666667,"Rome","Europe",11,NA
840,17,0.628562578669183,14,"Rome","Europe",11,NA
845,17,0.628833473302276,14.0833333333333,"Rome","Europe",11,NA
850,17,0.629110404510353,14.1666666666667,"Rome","Europe",11,NA
855,17,0.629393327983477,14.25,"Rome","Europe",11,NA
860,17,0.629682200252194,14.3333333333333,"Rome","Europe",11,NA
865,17,0.629976978669246,14.4166666666667,"Rome","Europe",11,NA
870,17,0.630277621391783,14.5,"Rome","Europe",11,NA
875,17,0.630584087364067,14.5833333333333,"Rome","Europe",11,NA
880,17,0.630896336300638,14.6666666666667,"Rome","Europe",11,NA
885,17,0.631214328669948,14.75,"Rome","Europe",11,NA
890,17,0.631538025678418,14.8333333333333,"Rome","Europe",11,NA
895,17,0.63186738925494,14.9166666666667,"Rome","Europe",11,NA
900,17,0.632202382035777,15,"Rome","Europe",11,NA
905,17,0.63254296734987,15.0833333333333,"Rome","Europe",11,NA
910,17,0.632889109204529,15.1666666666667,"Rome","Europe",11,NA
915,17,0.633240772271504,15.25,"Rome","Europe",11,NA
920,17,0.633597921873411,15.3333333333333,"Rome","Europe",11,NA
925,17,0.633960523970516,15.4166666666667,"Rome","Europe",11,NA
930,17,0.634328545147861,15.5,"Rome","Europe",11,NA
935,17,0.634701952602711,15.5833333333333,"Rome","Europe",11,NA
940,17,0.635080714132337,15.6666666666667,"Rome","Europe",11,NA
945,17,0.635464798122094,15.75,"Rome","Europe",11,NA
950,17,0.635854173533811,15.8333333333333,"Rome","Europe",11,NA
955,17,0.63624880989447,15.9166666666667,"Rome","Europe",11,NA
960,17,0.636648677285164,16,"Rome","Europe",11,NA
965,17,0.63705374633034,16.0833333333333,"Rome","Europe",11,NA
970,17,0.637463988187298,16.1666666666667,"Rome","Europe",11,NA
975,17,0.637879374535957,16.25,"Rome","Europe",11,NA
980,17,0.638299877568868,16.3333333333333,"Rome","Europe",11,NA
985,17,0.638725469981475,16.4166666666667,"Rome","Europe",11,NA
990,17,0.639156124962606,16.5,"Rome","Europe",11,NA
995,17,0.639591816185204,16.5833333333333,"Rome","Europe",11,NA
1000,17,0.640032517797271,16.6666666666667,"Rome","Europe",11,NA
1005,17,0.640478204413038,16.75,"Rome","Europe",11,NA
1010,17,0.640928851104342,16.8333333333333,"Rome","Europe",11,NA
1015,17,0.641384433392206,16.9166666666667,"Rome","Europe",11,NA
1020,17,0.641844927238622,17,"Rome","Europe",11,NA
1025,17,0.642310309038523,17.0833333333333,"Rome","Europe",11,NA
1030,17,0.642780555611953,17.1666666666667,"Rome","Europe",11,NA
1035,17,0.643255644196404,17.25,"Rome","Europe",11,NA
1040,17,0.643735552439344,17.3333333333333,"Rome","Europe",11,NA
1045,17,0.644220258390917,17.4166666666667,"Rome","Europe",11,NA
1050,17,0.644709740496799,17.5,"Rome","Europe",11,NA
1055,17,0.645203977591237,17.5833333333333,"Rome","Europe",11,NA
1060,17,0.645702948890229,17.6666666666667,"Rome","Europe",11,NA
1065,17,0.646206633984867,17.75,"Rome","Europe",11,NA
1070,17,0.646715012834835,17.8333333333333,"Rome","Europe",11,NA
1075,17,0.647228065762044,17.9166666666667,"Rome","Europe",11,NA
1080,17,0.647745773444416,18,"Rome","Europe",11,NA
1085,17,0.648268116909805,18.0833333333333,"Rome","Europe",11,NA
1090,17,0.648795077530056,18.1666666666667,"Rome","Europe",11,NA
1095,17,0.649326637015187,18.25,"Rome","Europe",11,NA
1100,17,0.649862777407714,18.3333333333333,"Rome","Europe",11,NA
1105,17,0.650403481077086,18.4166666666667,"Rome","Europe",11,NA
1110,17,0.650948730714249,18.5,"Rome","Europe",11,NA
1115,17,0.65149850932633,18.5833333333333,"Rome","Europe",11,NA
1120,17,0.652052800231432,18.6666666666667,"Rome","Europe",11,NA
1125,17,0.652611587053542,18.75,"Rome","Europe",11,NA
1130,17,0.653174853717555,18.8333333333333,"Rome","Europe",11,NA
1135,17,0.653742584444392,18.9166666666667,"Rome","Europe",11,NA
1140,17,0.654314763746238,19,"Rome","Europe",11,NA
1145,17,0.654891376421866,19.0833333333333,"Rome","Europe",11,NA
1150,17,0.655472407552074,19.1666666666667,"Rome","Europe",11,NA
1155,17,0.656057842495205,19.25,"Rome","Europe",11,NA
1160,17,0.656647666882775,19.3333333333333,"Rome","Europe",11,NA
1165,17,0.657241866615177,19.4166666666667,"Rome","Europe",11,NA
1170,17,0.65784042785749,19.5,"Rome","Europe",11,NA
1175,17,0.658443337035365,19.5833333333333,"Rome","Europe",11,NA
1180,17,0.659050580831,19.6666666666667,"Rome","Europe",11,NA
1185,17,0.659662146179197,19.75,"Rome","Europe",11,NA
1190,17,0.660278020263498,19.8333333333333,"Rome","Europe",11,NA
1195,17,0.660898190512409,19.9166666666667,"Rome","Europe",11,NA
1200,17,0.661522644595685,20,"Rome","Europe",11,NA
1205,17,0.662151370420709,20.0833333333333,"Rome","Europe",11,NA
1210,17,0.662784356128929,20.1666666666667,"Rome","Europe",11,NA
1215,17,0.663421590092375,20.25,"Rome","Europe",11,NA
1220,17,0.664063060910246,20.3333333333333,"Rome","Europe",11,NA
1225,17,0.66470875740556,20.4166666666667,"Rome","Europe",11,NA
1230,17,0.665358668621876,20.5,"Rome","Europe",11,NA
1235,17,0.666012783820081,20.5833333333333,"Rome","Europe",11,NA
1240,17,0.666671092475237,20.6666666666667,"Rome","Europe",11,NA
1245,17,0.667333584273493,20.75,"Rome","Europe",11,NA
1250,17,0.668000249109056,20.8333333333333,"Rome","Europe",11,NA
1255,17,0.668671077081225,20.9166666666667,"Rome","Europe",11,NA
1260,17,0.669346058491481,21,"Rome","Europe",11,NA
1265,17,0.670025183840628,21.0833333333333,"Rome","Europe",11,NA
1270,17,0.670708443826001,21.1666666666667,"Rome","Europe",11,NA
1275,17,0.671395829338719,21.25,"Rome","Europe",11,NA
1280,17,0.672087331460992,21.3333333333333,"Rome","Europe",11,NA
1285,17,0.672782941463483,21.4166666666667,"Rome","Europe",11,NA
1290,17,0.673482650802722,21.5,"Rome","Europe",11,NA
1295,17,0.67418645111856,21.5833333333333,"Rome","Europe",11,NA
1300,17,0.674894334231684,21.6666666666667,"Rome","Europe",11,NA
1305,17,0.675606292141167,21.75,"Rome","Europe",11,NA
1310,17,0.676322317022077,21.8333333333333,"Rome","Europe",11,NA
1315,17,0.677042401223116,21.9166666666667,"Rome","Europe",11,NA
1320,17,0.677766537264321,22,"Rome","Europe",11,NA
1325,17,0.678494717834789,22.0833333333333,"Rome","Europe",11,NA
1330,17,0.679226935790464,22.1666666666667,"Rome","Europe",11,NA
1335,17,0.679963184151946,22.25,"Rome","Europe",11,NA
1340,17,0.680703456102356,22.3333333333333,"Rome","Europe",11,NA
1345,17,0.681447744985234,22.4166666666667,"Rome","Europe",11,NA
1350,17,0.682196044302471,22.5,"Rome","Europe",11,NA
1355,17,0.682948347712294,22.5833333333333,"Rome","Europe",11,NA
1360,17,0.683704649027267,22.6666666666667,"Rome","Europe",11,NA
1365,17,0.684464942212348,22.75,"Rome","Europe",11,NA
1370,17,0.685229221382969,22.8333333333333,"Rome","Europe",11,NA
1375,17,0.685997480803157,22.9166666666667,"Rome","Europe",11,NA
1380,17,0.686769714883687,23,"Rome","Europe",11,NA
1385,17,0.687545918180265,23.0833333333333,"Rome","Europe",11,NA
1390,17,0.688326085391753,23.1666666666667,"Rome","Europe",11,NA
1395,17,0.689110211358413,23.25,"Rome","Europe",11,NA
1400,17,0.689898291060197,23.3333333333333,"Rome","Europe",11,NA
1405,17,0.690690319615055,23.4166666666667,"Rome","Europe",11,NA
1410,17,0.691486292277279,23.5,"Rome","Europe",11,NA
1415,17,0.692286204435875,23.5833333333333,"Rome","Europe",11,NA
1420,17,0.693090051612968,23.6666666666667,"Rome","Europe",11,NA
1425,17,0.693897829462227,23.75,"Rome","Europe",11,NA
1430,17,0.694709533767324,23.8333333333333,"Rome","Europe",11,NA
1435,17,0.695525160440421,23.9166666666667,"Rome","Europe",11,NA
1440,17,0.696344705520677,24,"Rome","Europe",11,NA
0,18,1,0,"Paris","Europe",9.83333333333333,NA
5,18,0.9241653141196,0.0833333333333333,"Paris","Europe",9.83333333333333,NA
10,18,0.896472097758481,0.166666666666667,"Paris","Europe",9.83333333333333,NA
15,18,0.876566902289798,0.25,"Paris","Europe",9.83333333333333,NA
20,18,0.860646878593439,0.333333333333333,"Paris","Europe",9.83333333333333,NA
25,18,0.847246694393243,0.416666666666667,"Paris","Europe",9.83333333333333,NA
30,18,0.835618536647514,0.5,"Paris","Europe",9.83333333333333,NA
35,18,0.825320295235584,0.583333333333333,"Paris","Europe",9.83333333333333,NA
40,18,0.816065262871232,0.666666666666667,"Paris","Europe",9.83333333333333,NA
45,18,0.80765521281591,0.75,"Paris","Europe",9.83333333333333,NA
50,18,0.799946476402349,0.833333333333333,"Paris","Europe",9.83333333333333,NA
55,18,0.792831085152381,0.916666666666667,"Paris","Europe",9.83333333333333,NA
60,18,0.786225533265747,1,"Paris","Europe",9.83333333333333,NA
65,18,0.780063707052494,1.08333333333333,"Paris","Europe",9.83333333333333,NA
70,18,0.774292237097599,1.16666666666667,"Paris","Europe",9.83333333333333,NA
75,18,0.768867330826998,1.25,"Paris","Europe",9.83333333333333,NA
80,18,0.763752547666421,1.33333333333333,"Paris","Europe",9.83333333333333,NA
85,18,0.75891719553139,1.41666666666667,"Paris","Europe",9.83333333333333,NA
90,18,0.754335149195523,1.5,"Paris","Europe",9.83333333333333,NA
95,18,0.749983962544525,1.58333333333333,"Paris","Europe",9.83333333333333,NA
100,18,0.745844190189788,1.66666666666667,"Paris","Europe",9.83333333333333,NA
105,18,0.741898861199532,1.75,"Paris","Europe",9.83333333333333,NA
110,18,0.738133065311513,1.83333333333333,"Paris","Europe",9.83333333333333,NA
115,18,0.734533623633847,1.91666666666667,"Paris","Europe",9.83333333333333,NA
120,18,0.731088823709468,2,"Paris","Europe",9.83333333333333,NA
125,18,0.727788204243536,2.08333333333333,"Paris","Europe",9.83333333333333,NA
130,18,0.724622378598378,2.16666666666667,"Paris","Europe",9.83333333333333,NA
135,18,0.721582888873543,2.25,"Paris","Europe",9.83333333333333,NA
140,18,0.718662084351355,2.33333333333333,"Paris","Europe",9.83333333333333,NA
145,18,0.715853019527657,2.41666666666667,"Paris","Europe",9.83333333333333,NA
150,18,0.713149368015949,2.5,"Paris","Europe",9.83333333333333,NA
155,18,0.710545349415421,2.58333333333333,"Paris","Europe",9.83333333333333,NA
160,18,0.70803566684227,2.66666666666667,"Paris","Europe",9.83333333333333,NA
165,18,0.705615453290228,2.75,"Paris","Europe",9.83333333333333,NA
170,18,0.703280225347048,2.83333333333333,"Paris","Europe",9.83333333333333,NA
175,18,0.701025843075096,2.91666666666667,"Paris","Europe",9.83333333333333,NA
180,18,0.698848475085424,3,"Paris","Europe",9.83333333333333,NA
185,18,0.69674456800991,3.08333333333333,"Paris","Europe",9.83333333333333,NA
190,18,0.694710819715814,3.16666666666667,"Paris","Europe",9.83333333333333,NA
195,18,0.692744155719296,3.25,"Paris","Europe",9.83333333333333,NA
200,18,0.690841708345093,3.33333333333333,"Paris","Europe",9.83333333333333,NA
205,18,0.689000798253202,3.41666666666667,"Paris","Europe",9.83333333333333,NA
210,18,0.687218918013638,3.5,"Paris","Europe",9.83333333333333,NA
215,18,0.685493717459731,3.58333333333333,"Paris","Europe",9.83333333333333,NA
220,18,0.68382299059131,3.66666666666667,"Paris","Europe",9.83333333333333,NA
225,18,0.682204663832932,3.75,"Paris","Europe",9.83333333333333,NA
230,18,0.680636785480545,3.83333333333333,"Paris","Europe",9.83333333333333,NA
235,18,0.679117516193601,3.91666666666667,"Paris","Europe",9.83333333333333,NA
240,18,0.677645120409448,4,"Paris","Europe",9.83333333333333,NA
245,18,0.676217958573568,4.08333333333333,"Paris","Europe",9.83333333333333,NA
250,18,0.674834480093436,4.16666666666667,"Paris","Europe",9.83333333333333,NA
255,18,0.673493216935746,4.25,"Paris","Europe",9.83333333333333,NA
260,18,0.672192777797093,4.33333333333333,"Paris","Europe",9.83333333333333,NA
265,18,0.670931842786923,4.41666666666667,"Paris","Europe",9.83333333333333,NA
270,18,0.669709158569133,4.5,"Paris","Europe",9.83333333333333,NA
275,18,0.668523533915184,4.58333333333333,"Paris","Europe",9.83333333333333,NA
280,18,0.66737383562718,4.66666666666667,"Paris","Europe",9.83333333333333,NA
285,18,0.666258984794224,4.75,"Paris","Europe",9.83333333333333,NA
290,18,0.66517795334958,4.83333333333333,"Paris","Europe",9.83333333333333,NA
295,18,0.664129760899797,4.91666666666667,"Paris","Europe",9.83333333333333,NA
300,18,0.663113471800197,5,"Paris","Europe",9.83333333333333,NA
305,18,0.662128192453871,5.08333333333333,"Paris","Europe",9.83333333333333,NA
310,18,0.661173068813822,5.16666666666667,"Paris","Europe",9.83333333333333,NA
315,18,0.660247284070004,5.25,"Paris","Europe",9.83333333333333,NA
320,18,0.659350056504944,5.33333333333333,"Paris","Europe",9.83333333333333,NA
325,18,0.658480637503261,5.41666666666667,"Paris","Europe",9.83333333333333,NA
330,18,0.657638309701916,5.5,"Paris","Europe",9.83333333333333,NA
335,18,0.656822385269292,5.58333333333333,"Paris","Europe",9.83333333333333,NA
340,18,0.656032204302416,5.66666666666667,"Paris","Europe",9.83333333333333,NA
345,18,0.655267133332612,5.75,"Paris","Europe",9.83333333333333,NA
350,18,0.654526563930845,5.83333333333333,"Paris","Europe",9.83333333333333,NA
355,18,0.653809911404797,5.91666666666667,"Paris","Europe",9.83333333333333,NA
360,18,0.653116613580484,6,"Paris","Europe",9.83333333333333,NA
365,18,0.652446129661836,6.08333333333333,"Paris","Europe",9.83333333333333,NA
370,18,0.651797939162313,6.16666666666667,"Paris","Europe",9.83333333333333,NA
375,18,0.65117154090309,6.25,"Paris","Europe",9.83333333333333,NA
380,18,0.650566452072869,6.33333333333333,"Paris","Europe",9.83333333333333,NA
385,18,0.649982207344793,6.41666666666667,"Paris","Europe",9.83333333333333,NA
390,18,0.649418358046299,6.5,"Paris","Europe",9.83333333333333,NA
395,18,0.648874471378141,6.58333333333333,"Paris","Europe",9.83333333333333,NA
400,18,0.648350129679078,6.66666666666667,"Paris","Europe",9.83333333333333,NA
405,18,0.647844929733054,6.75,"Paris","Europe",9.83333333333333,NA
410,18,0.647358482115927,6.83333333333333,"Paris","Europe",9.83333333333333,NA
415,18,0.646890410579047,6.91666666666667,"Paris","Europe",9.83333333333333,NA
420,18,0.646440351467202,7,"Paris","Europe",9.83333333333333,NA
425,18,0.646007953168639,7.08333333333333,"Paris","Europe",9.83333333333333,NA
430,18,0.645592875595046,7.16666666666667,"Paris","Europe",9.83333333333333,NA
435,18,0.645194789689547,7.25,"Paris","Europe",9.83333333333333,NA
440,18,0.644813376960906,7.33333333333333,"Paris","Europe",9.83333333333333,NA
445,18,0.64444832904226,7.41666666666667,"Paris","Europe",9.83333333333333,NA
450,18,0.644099347272853,7.5,"Paris","Europe",9.83333333333333,NA
455,18,0.64376614230133,7.58333333333333,"Paris","Europe",9.83333333333333,NA
460,18,0.64344843370925,7.66666666666667,"Paris","Europe",9.83333333333333,NA
465,18,0.643145949653614,7.75,"Paris","Europe",9.83333333333333,NA
470,18,0.642858426527229,7.83333333333333,"Paris","Europe",9.83333333333333,NA
475,18,0.642585608635865,7.91666666666667,"Paris","Europe",9.83333333333333,NA
480,18,0.6423272478912,8,"Paris","Europe",9.83333333333333,NA
485,18,0.642083103518642,8.08333333333333,"Paris","Europe",9.83333333333333,NA
490,18,0.641852941779147,8.16666666666667,"Paris","Europe",9.83333333333333,NA
495,18,0.641636535704255,8.25,"Paris","Europe",9.83333333333333,NA
500,18,0.641433664843573,8.33333333333333,"Paris","Europe",9.83333333333333,NA
505,18,0.641244115024014,8.41666666666667,"Paris","Europe",9.83333333333333,NA
510,18,0.64106767812014,8.5,"Paris","Europe",9.83333333333333,NA
515,18,0.640904151834992,8.58333333333333,"Paris","Europe",9.83333333333333,NA
520,18,0.640753339490836,8.66666666666667,"Paris","Europe",9.83333333333333,NA
525,18,0.640615049829287,8.75,"Paris","Europe",9.83333333333333,NA
530,18,0.640489096820312,8.83333333333333,"Paris","Europe",9.83333333333333,NA
535,18,0.64037529947964,8.91666666666667,"Paris","Europe",9.83333333333333,NA
540,18,0.640273481694124,9,"Paris","Europe",9.83333333333333,NA
545,18,0.64018347205467,9.08333333333333,"Paris","Europe",9.83333333333333,NA
550,18,0.640105103696302,9.16666666666667,"Paris","Europe",9.83333333333333,NA
555,18,0.640038214145036,9.25,"Paris","Europe",9.83333333333333,NA
560,18,0.639982645171187,9.33333333333333,"Paris","Europe",9.83333333333333,NA
565,18,0.639938242648809,9.41666666666667,"Paris","Europe",9.83333333333333,NA
570,18,0.63990485642094,9.5,"Paris","Europe",9.83333333333333,NA
575,18,0.639882340170382,9.58333333333333,"Paris","Europe",9.83333333333333,NA
580,18,0.639870551295741,9.66666666666667,"Paris","Europe",9.83333333333333,NA
585,18,0.63986935079246,9.75,"Paris","Europe",9.83333333333333,NA
590,18,0.63987860313862,9.83333333333333,"Paris","Europe",9.83333333333333,NA
595,18,0.639898176185268,9.91666666666667,"Paris","Europe",9.83333333333333,NA
600,18,0.639927941051069,10,"Paris","Europe",9.83333333333333,NA
605,18,0.639967772021063,10.0833333333333,"Paris","Europe",9.83333333333333,NA
610,18,0.640017546449354,10.1666666666667,"Paris","Europe",9.83333333333333,NA
615,18,0.640077144665535,10.25,"Paris","Europe",9.83333333333333,NA
620,18,0.640146449884677,10.3333333333333,"Paris","Europe",9.83333333333333,NA
625,18,0.640225348120736,10.4166666666667,"Paris","Europe",9.83333333333333,NA
630,18,0.6403137281032,10.5,"Paris","Europe",9.83333333333333,NA
635,18,0.640411481196848,10.5833333333333,"Paris","Europe",9.83333333333333,NA
640,18,0.640518501324476,10.6666666666667,"Paris","Europe",9.83333333333333,NA
645,18,0.640634684892459,10.75,"Paris","Europe",9.83333333333333,NA
650,18,0.640759930719026,10.8333333333333,"Paris","Europe",9.83333333333333,NA
655,18,0.640894139965127,10.9166666666667,"Paris","Europe",9.83333333333333,NA
660,18,0.641037216067784,11,"Paris","Europe",9.83333333333333,NA
665,18,0.641189064675814,11.0833333333333,"Paris","Europe",9.83333333333333,NA
670,18,0.641349593587835,11.1666666666667,"Paris","Europe",9.83333333333333,NA
675,18,0.641518712692436,11.25,"Paris","Europe",9.83333333333333,NA
680,18,0.641696333910448,11.3333333333333,"Paris","Europe",9.83333333333333,NA
685,18,0.641882371139207,11.4166666666667,"Paris","Europe",9.83333333333333,NA
690,18,0.642076740198732,11.5,"Paris","Europe",9.83333333333333,NA
695,18,0.64227935877975,11.5833333333333,"Paris","Europe",9.83333333333333,NA
700,18,0.642490146393474,11.6666666666667,"Paris","Europe",9.83333333333333,NA
705,18,0.642709024323084,11.75,"Paris","Europe",9.83333333333333,NA
710,18,0.642935915576819,11.8333333333333,"Paris","Europe",9.83333333333333,NA
715,18,0.643170744842639,11.9166666666667,"Paris","Europe",9.83333333333333,NA
720,18,0.643413438444378,12,"Paris","Europe",9.83333333333333,NA
725,18,0.643663924299335,12.0833333333333,"Paris","Europe",9.83333333333333,NA
730,18,0.643922131877254,12.1666666666667,"Paris","Europe",9.83333333333333,NA
735,18,0.644187992160617,12.25,"Paris","Europe",9.83333333333333,NA
740,18,0.644461437606232,12.3333333333333,"Paris","Europe",9.83333333333333,NA
745,18,0.644742402108032,12.4166666666667,"Paris","Europe",9.83333333333333,NA
750,18,0.645030820961068,12.5,"Paris","Europe",9.83333333333333,NA
755,18,0.645326630826626,12.5833333333333,"Paris","Europe",9.83333333333333,NA
760,18,0.645629769698453,12.6666666666667,"Paris","Europe",9.83333333333333,NA
765,18,0.645940176870015,12.75,"Paris","Europe",9.83333333333333,NA
770,18,0.646257792902787,12.8333333333333,"Paris","Europe",9.83333333333333,NA
775,18,0.646582559595508,12.9166666666667,"Paris","Europe",9.83333333333333,NA
780,18,0.64691441995438,13,"Paris","Europe",9.83333333333333,NA
785,18,0.647253318164172,13.0833333333333,"Paris","Europe",9.83333333333333,NA
790,18,0.647599199560197,13.1666666666667,"Paris","Europe",9.83333333333333,NA
795,18,0.647952010601127,13.25,"Paris","Europe",9.83333333333333,NA
800,18,0.648311698842629,13.3333333333333,"Paris","Europe",9.83333333333333,NA
805,18,0.648678212911773,13.4166666666667,"Paris","Europe",9.83333333333333,NA
810,18,0.649051502482198,13.5,"Paris","Europe",9.83333333333333,NA
815,18,0.64943151825001,13.5833333333333,"Paris","Europe",9.83333333333333,NA
820,18,0.649818211910377,13.6666666666667,"Paris","Europe",9.83333333333333,NA
825,18,0.650211536134809,13.75,"Paris","Europe",9.83333333333333,NA
830,18,0.650611444549085,13.8333333333333,"Paris","Europe",9.83333333333333,NA
835,18,0.651017891711819,13.9166666666667,"Paris","Europe",9.83333333333333,NA
840,18,0.651430833093636,14,"Paris","Europe",9.83333333333333,NA
845,18,0.651850225056933,14.0833333333333,"Paris","Europe",9.83333333333333,NA
850,18,0.652276024836214,14.1666666666667,"Paris","Europe",9.83333333333333,NA
855,18,0.65270819051898,14.25,"Paris","Europe",9.83333333333333,NA
860,18,0.653146681027144,14.3333333333333,"Paris","Europe",9.83333333333333,NA
865,18,0.653591456098964,14.4166666666667,"Paris","Europe",9.83333333333333,NA
870,18,0.654042476271475,14.5,"Paris","Europe",9.83333333333333,NA
875,18,0.654499702863406,14.5833333333333,"Paris","Europe",9.83333333333333,NA
880,18,0.654963097958551,14.6666666666667,"Paris","Europe",9.83333333333333,NA
885,18,0.655432624389609,14.75,"Paris","Europe",9.83333333333333,NA
890,18,0.655908245722439,14.8333333333333,"Paris","Europe",9.83333333333333,NA
895,18,0.656389926240759,14.9166666666667,"Paris","Europe",9.83333333333333,NA
900,18,0.656877630931234,15,"Paris","Europe",9.83333333333333,NA
905,18,0.657371325468975,15.0833333333333,"Paris","Europe",9.83333333333333,NA
910,18,0.657870976203415,15.1666666666667,"Paris","Europe",9.83333333333333,NA
915,18,0.658376550144553,15.25,"Paris","Europe",9.83333333333333,NA
920,18,0.658888014949563,15.3333333333333,"Paris","Europe",9.83333333333333,NA
925,18,0.65940533890975,15.4166666666667,"Paris","Europe",9.83333333333333,NA
930,18,0.659928490937844,15.5,"Paris","Europe",9.83333333333333,NA
935,18,0.660457440555619,15.5833333333333,"Paris","Europe",9.83333333333333,NA
940,18,0.660992157881833,15.6666666666667,"Paris","Europe",9.83333333333333,NA
945,18,0.661532613620471,15.75,"Paris","Europe",9.83333333333333,NA
950,18,0.662078779049291,15.8333333333333,"Paris","Europe",9.83333333333333,NA
955,18,0.662630626008658,15.9166666666667,"Paris","Europe",9.83333333333333,NA
960,18,0.663188126890654,16,"Paris","Europe",9.83333333333333,NA
965,18,0.663751254628469,16.0833333333333,"Paris","Europe",9.83333333333333,NA
970,18,0.66431998268605,16.1666666666667,"Paris","Europe",9.83333333333333,NA
975,18,0.664894285048004,16.25,"Paris","Europe",9.83333333333333,NA
980,18,0.665474136209761,16.3333333333333,"Paris","Europe",9.83333333333333,NA
985,18,0.666059511167964,16.4166666666667,"Paris","Europe",9.83333333333333,NA
990,18,0.666650385411106,16.5,"Paris","Europe",9.83333333333333,NA
995,18,0.667246734910388,16.5833333333333,"Paris","Europe",9.83333333333333,NA
1000,18,0.667848536110799,16.6666666666667,"Paris","Europe",9.83333333333333,NA
1005,18,0.668455765922412,16.75,"Paris","Europe",9.83333333333333,NA
1010,18,0.669068401711891,16.8333333333333,"Paris","Europe",9.83333333333333,NA
1015,18,0.669686421294193,16.9166666666667,"Paris","Europe",9.83333333333333,NA
1020,18,0.67030980292448,17,"Paris","Europe",9.83333333333333,NA
1025,18,0.670938525290208,17.0833333333333,"Paris","Europe",9.83333333333333,NA
1030,18,0.671572567503411,17.1666666666667,"Paris","Europe",9.83333333333333,NA
1035,18,0.672211909093166,17.25,"Paris","Europe",9.83333333333333,NA
1040,18,0.672856529998232,17.3333333333333,"Paris","Europe",9.83333333333333,NA
1045,18,0.673506410559857,17.4166666666667,"Paris","Europe",9.83333333333333,NA
1050,18,0.674161531514758,17.5,"Paris","Europe",9.83333333333333,NA
1055,18,0.674821873988259,17.5833333333333,"Paris","Europe",9.83333333333333,NA
1060,18,0.675487419487583,17.6666666666667,"Paris","Europe",9.83333333333333,NA
1065,18,0.676158149895307,17.75,"Paris","Europe",9.83333333333333,NA
1070,18,0.676834047462956,17.8333333333333,"Paris","Europe",9.83333333333333,NA
1075,18,0.677515094804747,17.9166666666667,"Paris","Europe",9.83333333333333,NA
1080,18,0.678201274891476,18,"Paris","Europe",9.83333333333333,NA
1085,18,0.678892571044536,18.0833333333333,"Paris","Europe",9.83333333333333,NA
1090,18,0.679588966930076,18.1666666666667,"Paris","Europe",9.83333333333333,NA
1095,18,0.680290446553282,18.25,"Paris","Europe",9.83333333333333,NA
1100,18,0.680996994252796,18.3333333333333,"Paris","Europe",9.83333333333333,NA
1105,18,0.681708594695247,18.4166666666667,"Paris","Europe",9.83333333333333,NA
1110,18,0.682425232869913,18.5,"Paris","Europe",9.83333333333333,NA
1115,18,0.683146894083486,18.5833333333333,"Paris","Europe",9.83333333333333,NA
1120,18,0.683873563954971,18.6666666666667,"Paris","Europe",9.83333333333333,NA
1125,18,0.684605228410674,18.75,"Paris","Europe",9.83333333333333,NA
1130,18,0.685341873679317,18.8333333333333,"Paris","Europe",9.83333333333333,NA
1135,18,0.686083486287251,18.9166666666667,"Paris","Europe",9.83333333333333,NA
1140,18,0.686830053053766,19,"Paris","Europe",9.83333333333333,NA
1145,18,0.687581561086514,19.0833333333333,"Paris","Europe",9.83333333333333,NA
1150,18,0.688337997777021,19.1666666666667,"Paris","Europe",9.83333333333333,NA
1155,18,0.689099350796294,19.25,"Paris","Europe",9.83333333333333,NA
1160,18,0.689865608090527,19.3333333333333,"Paris","Europe",9.83333333333333,NA
1165,18,0.690636757876894,19.4166666666667,"Paris","Europe",9.83333333333333,NA
1170,18,0.691412788639429,19.5,"Paris","Europe",9.83333333333333,NA
1175,18,0.692193689124995,19.5833333333333,"Paris","Europe",9.83333333333333,NA
1180,18,0.692979448339337,19.6666666666667,"Paris","Europe",9.83333333333333,NA
1185,18,0.693770055543215,19.75,"Paris","Europe",9.83333333333333,NA
1190,18,0.694565500248619,19.8333333333333,"Paris","Europe",9.83333333333333,NA
1195,18,0.695365772215063,19.9166666666667,"Paris","Europe",9.83333333333333,NA
1200,18,0.69617086144595,20,"Paris","Europe",9.83333333333333,NA
1205,18,0.696980758185019,20.0833333333333,"Paris","Europe",9.83333333333333,NA
1210,18,0.697795452912862,20.1666666666667,"Paris","Europe",9.83333333333333,NA
1215,18,0.698614936343506,20.25,"Paris","Europe",9.83333333333333,NA
1220,18,0.699439199421074,20.3333333333333,"Paris","Europe",9.83333333333333,NA
1225,18,0.700268233316505,20.4166666666667,"Paris","Europe",9.83333333333333,NA
1230,18,0.701102029424348,20.5,"Paris","Europe",9.83333333333333,NA
